,Date,Market,Product,In_Flow,Out_Flow,Stock,Unit
5386,2013-10-31,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),102,89,,Head
5387,2013-10-31,"Om Durman, El Salam",Camels,48,35,,Head
5388,2013-10-31,"Om Durman, El Salam","Calf (live, 250 Kg)",55,46,,Head
5389,2013-10-31,"Om Durman, El Salam","Bull (350 kg, live)",8,5,,Head
5390,2013-10-31,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1779,1273,,Head
5391,2013-10-26,Rabak,"Calf (live, 250 Kg)",167,115,,Head
5392,2013-10-26,Rabak,"Bull (350 kg, live)",198,80,,Head
5393,2013-10-26,Rabak,Sheep (35 - 40 Kg Live + 2 years),293,282,,Head
5394,2013-10-23,"Om Durman, El Salam",Milking Goat,246,211,,Head
5395,2013-10-23,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),332,220,,Head
5396,2013-10-23,"Om Durman, El Salam",Camels,18,11,,Head
5397,2013-10-23,"Om Durman, El Salam","Calf (live, 250 Kg)",244,127,,Head
5398,2013-10-23,"Om Durman, El Salam","Bull (350 kg, live)",323,225,,Head
5399,2013-10-23,"Om Durman, El Salam",Local milking Cow - Low Yeilder,122,58,,Head
5400,2013-10-23,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),11582,7830,,Head
5401,2013-10-12,Rabak,"Calf (live, 250 Kg)",123,98,,Head
5402,2013-10-12,Rabak,"Bull (350 kg, live)",158,63,,Head
5403,2013-10-12,Rabak,Sheep (35 - 40 Kg Live + 2 years),1146,1004,,Head
5404,2013-10-12,"Om Durman, El Salam",Milking Goat,582,322,,Head
5405,2013-10-12,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),511,342,,Head
5406,2013-10-12,"Om Durman, El Salam",Camels,58,41,,Head
5407,2013-10-12,"Om Durman, El Salam","Calf (live, 250 Kg)",244,218,,Head
5408,2013-10-12,"Om Durman, El Salam","Bull (350 kg, live)",477,321,,Head
5409,2013-10-12,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,19,,Head
5410,2013-10-12,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),7758,4280,,Head
5411,2013-10-05,Rabak,"Calf (live, 250 Kg)",144,103,,Head
5412,2013-10-05,Rabak,"Bull (350 kg, live)",184,87,,Head
5413,2013-10-05,Rabak,Sheep (35 - 40 Kg Live + 2 years),778,645,,Head
5414,2013-10-03,"Om Durman, El Salam",Milking Goat,380,226,,Head
5415,2013-10-03,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),511,342,,Head
5416,2013-10-03,"Om Durman, El Salam",Camels,11,11,,Head
5417,2013-10-03,"Om Durman, El Salam","Calf (live, 250 Kg)",322,218,,Head
5418,2013-10-03,"Om Durman, El Salam","Bull (350 kg, live)",195,92,,Head
5419,2013-10-03,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,19,,Head
5420,2013-10-03,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5577,4280,,Head
5421,2013-09-28,Rabak,"Calf (live, 250 Kg)",107,81,,Head
5422,2013-09-28,Rabak,"Bull (350 kg, live)",296,163,,Head
5423,2013-09-28,Rabak,Sheep (35 - 40 Kg Live + 2 years),966,833,,Head
5424,2013-09-26,"Om Durman, El Salam",Milking Goat,380,226,,Head
5425,2013-09-26,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),511,342,,Head
5426,2013-09-26,"Om Durman, El Salam",Camels,11,11,,Head
5427,2013-09-26,"Om Durman, El Salam","Calf (live, 250 Kg)",322,218,,Head
5428,2013-09-26,"Om Durman, El Salam","Bull (350 kg, live)",195,92,,Head
5429,2013-09-26,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,19,,Head
5430,2013-09-26,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5577,4280,,Head
5431,2013-09-26,"Om Durman, El Salam",Milking Goat,380,226,,Head
5432,2013-09-26,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),511,342,,Head
5433,2013-09-26,"Om Durman, El Salam",Camels,11,11,,Head
5434,2013-09-26,"Om Durman, El Salam","Calf (live, 250 Kg)",322,218,,Head
5435,2013-09-26,"Om Durman, El Salam","Bull (350 kg, live)",195,92,,Head
5436,2013-09-26,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,19,,Head
5437,2013-09-26,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5577,4280,,Head
5438,2013-09-22,Rabak,"Calf (live, 250 Kg)",125,107,,Head
5439,2013-09-22,Rabak,"Bull (350 kg, live)",194,120,,Head
5440,2013-09-22,Rabak,Sheep (35 - 40 Kg Live + 2 years),696,599,,Head
5441,2013-09-14,Rabak,"Calf (live, 250 Kg)",166,144,,Head
5442,2013-09-14,Rabak,"Bull (350 kg, live)",123,688,,Head
5443,2013-09-14,Rabak,Sheep (35 - 40 Kg Live + 2 years),577,514,,Head
5444,2013-09-14,Rabak,"Calf (live, 250 Kg)",105,77,,Head
5445,2013-09-14,Rabak,"Bull (350 kg, live)",150,66,,Head
5446,2013-09-14,Rabak,Sheep (35 - 40 Kg Live + 2 years),798,668,,Head
5447,2013-09-12,"Om Durman, El Salam",Milking Goat,1226,129,,Head
5448,2013-09-12,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),452,388,,Head
5449,2013-09-12,"Om Durman, El Salam",Camels,39,24,,Head
5450,2013-09-12,"Om Durman, El Salam","Calf (live, 250 Kg)",213,198,,Head
5451,2013-09-12,"Om Durman, El Salam","Bull (350 kg, live)",133,92,,Head
5452,2013-09-12,"Om Durman, El Salam",Local milking Cow - Low Yeilder,22,19,,Head
5453,2013-09-12,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4585,3622,,Head
5454,2013-09-11,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,57,37,,Head
5455,2013-09-11,"Om Durman, Mowelih","Calf (live, 250 Kg)",340,247,,Head
5456,2013-09-11,"Om Durman, Mowelih",Camels,110,63,,Head
5457,2013-09-11,"Om Durman, Mowelih","Bull (350 kg, live)",1660,535,,Head
5458,2013-09-11,Rabak,"Calf (live, 250 Kg)",181,165,,Head
5459,2013-09-11,Rabak,"Bull (350 kg, live)",334,244,,Head
5460,2013-09-11,Rabak,Sheep (35 - 40 Kg Live + 2 years),746,644,,Head
5461,2013-09-11,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,76,63,,Head
5462,2013-09-11,"Om Durman, Mowelih","Calf (live, 250 Kg)",412,113,,Head
5463,2013-09-11,"Om Durman, Mowelih",Camels,90,33,,Head
5464,2013-09-11,"Om Durman, Mowelih","Bull (350 kg, live)",2057,1303,,Head
5465,2013-09-05,"Om Durman, El Salam",Milking Goat,115,96,,Head
5466,2013-09-05,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),325,248,,Head
5467,2013-09-05,"Om Durman, El Salam",Camels,11,11,,Head
5468,2013-09-05,"Om Durman, El Salam","Calf (live, 250 Kg)",213,198,,Head
5469,2013-09-05,"Om Durman, El Salam","Bull (350 kg, live)",133,92,,Head
5470,2013-09-05,"Om Durman, El Salam",Local milking Cow - Low Yeilder,22,19,,Head
5471,2013-09-05,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2285,1622,,Head
5472,2013-09-04,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,56,43,,Head
5473,2013-09-04,"Om Durman, Mowelih","Calf (live, 250 Kg)",355,102,,Head
5474,2013-09-04,"Om Durman, Mowelih",Camels,140,82,,Head
5475,2013-09-04,"Om Durman, Mowelih","Bull (350 kg, live)",2376,412,,Head
5476,2013-08-28,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,66,43,,Head
5477,2013-08-28,"Om Durman, Mowelih","Calf (live, 250 Kg)",215,112,,Head
5478,2013-08-28,"Om Durman, Mowelih",Camels,160,94,,Head
5479,2013-08-28,"Om Durman, Mowelih","Bull (350 kg, live)",2586,512,,Head
5480,2013-08-21,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,67,52,,Head
5481,2013-08-21,"Om Durman, Mowelih","Calf (live, 250 Kg)",190,42,,Head
5482,2013-08-21,"Om Durman, Mowelih",Camels,260,208,,Head
5483,2013-08-21,"Om Durman, Mowelih","Bull (350 kg, live)",1570,575,,Head
5484,2013-08-20,Rabak,"Calf (live, 250 Kg)",235,142,,Head
5485,2013-08-20,Rabak,"Bull (350 kg, live)",74,48,,Head
5486,2013-08-20,Rabak,Sheep (35 - 40 Kg Live + 2 years),227,1183,,Head
5487,2013-08-07,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,55,32,,Head
5488,2013-08-07,"Om Durman, Mowelih",Camels,140,83,,Head
5489,2013-08-07,"Om Durman, Mowelih","Bull (350 kg, live)",718,414,,Head
5490,2013-08-06,Rabak,"Calf (live, 250 Kg)",93,86,,Head
5491,2013-08-06,Rabak,"Bull (350 kg, live)",72,51,,Head
5492,2013-08-06,Rabak,Sheep (35 - 40 Kg Live + 2 years),207,168,,Head
5493,2013-08-01,"Om Durman, El Salam",Milking Goat,255,328,,Head
5494,2013-08-01,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),622,654,,Head
5495,2013-08-01,"Om Durman, El Salam",Camels,14,9,,Head
5496,2013-08-01,"Om Durman, El Salam","Calf (live, 250 Kg)",401,287,,Head
5497,2013-08-01,"Om Durman, El Salam","Bull (350 kg, live)",241,220,,Head
5498,2013-08-01,"Om Durman, El Salam",Local milking Cow - Low Yeilder,36,18,,Head
5499,2013-08-01,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3856,3080,,Head
5500,2013-07-31,Al Qadarif,Sesame,14038,85211,,KANTAR (45 KG)
5501,2013-07-31,Al Qadarif,Sorghum (Feterita),154957,373481,,Standard Sack ~90kg
5502,2013-07-29,Rabak,"Calf (live, 250 Kg)",229,197,,Head
5503,2013-07-29,Rabak,"Bull (350 kg, live)",95,53,,Head
5504,2013-07-29,Rabak,Sheep (35 - 40 Kg Live + 2 years),166,169,,Head
5505,2013-07-25,"Om Durman, El Salam",Milking Goat,188,117,,Head
5506,2013-07-25,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),452,365,,Head
5507,2013-07-25,"Om Durman, El Salam",Camels,12,7,,Head
5508,2013-07-25,"Om Durman, El Salam","Calf (live, 250 Kg)",296,148,,Head
5509,2013-07-25,"Om Durman, El Salam","Bull (350 kg, live)",108,86,,Head
5510,2013-07-25,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,15,,Head
5511,2013-07-25,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2954,2116,,Head
5512,2013-07-25,"Om Durman, El Salam",Milking Goat,188,117,,Head
5513,2013-07-25,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),452,365,,Head
5514,2013-07-25,"Om Durman, El Salam",Camels,12,7,,Head
5515,2013-07-25,"Om Durman, El Salam","Calf (live, 250 Kg)",296,148,,Head
5516,2013-07-25,"Om Durman, El Salam","Bull (350 kg, live)",108,86,,Head
5517,2013-07-25,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,15,,Head
5518,2013-07-25,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2954,2116,,Head
5519,2013-07-24,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,57,37,,Head
5520,2013-07-24,"Om Durman, Mowelih","Calf (live, 250 Kg)",290,210,,Head
5521,2013-07-24,"Om Durman, Mowelih",Camels,170,118,,Head
5522,2013-07-24,"Om Durman, Mowelih","Bull (350 kg, live)",949,564,,Head
5523,2013-07-22,Rabak,"Calf (live, 250 Kg)",149,158,,Head
5524,2013-07-22,Rabak,"Bull (350 kg, live)",68,44,,Head
5525,2013-07-22,Rabak,Sheep (35 - 40 Kg Live + 2 years),370,326,,Head
5526,2013-07-18,"Om Durman, El Salam",Milking Goat,115,96,,Head
5527,2013-07-18,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),325,248,,Head
5528,2013-07-18,"Om Durman, El Salam",Camels,11,11,,Head
5529,2013-07-18,"Om Durman, El Salam","Calf (live, 250 Kg)",213,198,,Head
5530,2013-07-18,"Om Durman, El Salam","Bull (350 kg, live)",133,92,,Head
5531,2013-07-18,"Om Durman, El Salam",Local milking Cow - Low Yeilder,22,19,,Head
5532,2013-07-18,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2285,1622,,Head
5533,2013-07-18,"Om Durman, El Salam",Milking Goat,115,96,,Head
5534,2013-07-18,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),325,248,,Head
5535,2013-07-18,"Om Durman, El Salam",Camels,11,11,,Head
5536,2013-07-18,"Om Durman, El Salam","Calf (live, 250 Kg)",213,198,,Head
5537,2013-07-18,"Om Durman, El Salam","Bull (350 kg, live)",133,92,,Head
5538,2013-07-18,"Om Durman, El Salam",Local milking Cow - Low Yeilder,22,19,,Head
5539,2013-07-18,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2285,1622,,Head
5540,2013-07-14,Rabak,"Calf (live, 250 Kg)",207,171,,Head
5541,2013-07-14,Rabak,"Bull (350 kg, live)",68,38,,Head
5542,2013-07-14,Rabak,Sheep (35 - 40 Kg Live + 2 years),482,395,,Head
5543,2013-07-10,Om Durman,Local milking Cow - Low Yeilder,67,42,,Head
5544,2013-07-10,Om Durman,"Calf (live, 250 Kg)",90,62,,Head
5545,2013-07-10,Om Durman,Camels,130,83,,Head
5546,2013-07-10,Om Durman,"Bull (350 kg, live)",906,410,,Head
5547,2013-07-06,Rabak,"Calf (live, 250 Kg)",201,213,,Head
5548,2013-07-06,Rabak,"Bull (350 kg, live)",96,47,,Head
5549,2013-07-06,Rabak,Sheep (35 - 40 Kg Live + 2 years),474,394,,Head
5550,2013-07-03,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,67,47,,Head
5551,2013-07-03,"Om Durman, Mowelih","Calf (live, 250 Kg)",213,122,,Head
5552,2013-07-03,"Om Durman, Mowelih",Camels,230,138,,Head
5553,2013-07-03,"Om Durman, Mowelih","Bull (350 kg, live)",1153,802,,Head
5554,2013-06-27,"Om Durman, El Salam",Milking Goat,122,83,,Head
5555,2013-06-27,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),284,194,,Head
5556,2013-06-27,"Om Durman, El Salam",Camels,14,11,,Head
5557,2013-06-27,"Om Durman, El Salam","Calf (live, 250 Kg)",132,46,,Head
5558,2013-06-27,"Om Durman, El Salam","Bull (350 kg, live)",123,93,,Head
5559,2013-06-27,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,39,,Head
5560,2013-06-27,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2469,1882,,Head
5561,2013-06-27,"Om Durman, El Salam",Milking Goat,122,83,,Head
5562,2013-06-27,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),284,194,,Head
5563,2013-06-27,"Om Durman, El Salam",Camels,14,11,,Head
5564,2013-06-27,"Om Durman, El Salam","Calf (live, 250 Kg)",132,46,,Head
5565,2013-06-27,"Om Durman, El Salam","Bull (350 kg, live)",123,93,,Head
5566,2013-06-27,"Om Durman, El Salam",Local milking Cow - Low Yeilder,52,39,,Head
5567,2013-06-27,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2469,1882,,Head
5568,2013-06-26,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,57,41,,Head
5569,2013-06-26,"Om Durman, Mowelih","Calf (live, 250 Kg)",203,152,,Head
5570,2013-06-26,"Om Durman, Mowelih",Camels,210,116,,Head
5571,2013-06-26,"Om Durman, Mowelih","Bull (350 kg, live)",1123,534,,Head
5572,2013-06-22,Rabak,"Calf (live, 250 Kg)",171,150,,Head
5573,2013-06-22,Rabak,"Bull (350 kg, live)",53,38,,Head
5574,2013-06-22,Rabak,Sheep (35 - 40 Kg Live + 2 years),395,254,,Head
5575,2013-06-20,"Om Durman, El Salam",Milking Goat,127,127,,Head
5576,2013-06-20,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),296,294,,Head
5577,2013-06-20,"Om Durman, El Salam",Camels,23,18,,Head
5578,2013-06-20,"Om Durman, El Salam","Calf (live, 250 Kg)",145,103,,Head
5579,2013-06-20,"Om Durman, El Salam","Bull (350 kg, live)",32,14,,Head
5580,2013-06-20,"Om Durman, El Salam",Local milking Cow - Low Yeilder,14,6,,Head
5581,2013-06-20,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3202,2638,,Head
5582,2013-06-19,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,53,45,,Head
5583,2013-06-19,"Om Durman, Mowelih","Calf (live, 250 Kg)",222,210,,Head
5584,2013-06-19,"Om Durman, Mowelih",Camels,90,101,,Head
5585,2013-06-19,"Om Durman, Mowelih","Bull (350 kg, live)",1225,898,,Head
5586,2013-06-15,Rabak,"Calf (live, 250 Kg)",1167,159,,Head
5587,2013-06-15,Rabak,"Bull (350 kg, live)",89,55,,Head
5588,2013-06-15,Rabak,Sheep (35 - 40 Kg Live + 2 years),547,479,,Head
5589,2013-06-13,"Om Durman, El Salam",Milking Goat,111,85,,Head
5590,2013-06-13,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),415,374,,Head
5591,2013-06-13,"Om Durman, El Salam",Camels,48,32,,Head
5592,2013-06-13,"Om Durman, El Salam","Calf (live, 250 Kg)",185,84,,Head
5593,2013-06-13,"Om Durman, El Salam","Bull (350 kg, live)",31,26,,Head
5594,2013-06-13,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,8,,Head
5595,2013-06-13,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3508,2330,,Head
5596,2013-06-12,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,55,47,,Head
5597,2013-06-12,"Om Durman, Mowelih","Calf (live, 250 Kg)",220,210,,Head
5598,2013-06-12,"Om Durman, Mowelih",Camels,110,110,,Head
5599,2013-06-12,"Om Durman, Mowelih","Bull (350 kg, live)",442,578,,Head
5600,2013-06-06,"Om Durman, Mowelih",Local milking Cow - Low Yeilder,75,29,,Head
5601,2013-06-06,"Om Durman, Mowelih","Calf (live, 250 Kg)",128,230,,Head
5602,2013-06-06,"Om Durman, Mowelih",Camels,150,50,,Head
5603,2013-06-06,"Om Durman, Mowelih","Bull (350 kg, live)",1264,1170,,Head
5604,2013-06-06,"Om Durman, El Salam",Milking Goat,100,162,,Head
5605,2013-06-06,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),351,378,,Head
5606,2013-06-06,"Om Durman, El Salam",Camels,35,26,,Head
5607,2013-06-06,"Om Durman, El Salam","Calf (live, 250 Kg)",155,48,,Head
5608,2013-06-06,"Om Durman, El Salam","Bull (350 kg, live)",38,31,,Head
5609,2013-06-06,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,13,,Head
5610,2013-06-06,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3441,2170,,Head
5611,2013-05-30,"Om Durman, El Salam",Milking Goat,174,101,,Head
5612,2013-05-30,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),406,402,,Head
5613,2013-05-30,"Om Durman, El Salam",Camels,17,7,,Head
5614,2013-05-30,"Om Durman, El Salam","Calf (live, 250 Kg)",145,52,,Head
5615,2013-05-30,"Om Durman, El Salam","Bull (350 kg, live)",8,4,,Head
5616,2013-05-30,"Om Durman, El Salam",Local milking Cow - Low Yeilder,16,8,,Head
5617,2013-05-30,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4764,3423,,Head
5618,2013-05-30,"Om Durman, El Salam",Milking Goat,174,101,,Head
5619,2013-05-30,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),406,402,,Head
5620,2013-05-30,"Om Durman, El Salam",Camels,17,7,,Head
5621,2013-05-30,"Om Durman, El Salam","Calf (live, 250 Kg)",145,52,,Head
5622,2013-05-30,"Om Durman, El Salam","Bull (350 kg, live)",8,4,,Head
5623,2013-05-30,"Om Durman, El Salam",Local milking Cow - Low Yeilder,16,8,,Head
5624,2013-05-30,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4764,3423,,Head
5625,2013-05-29,"Om Durman, Mowelih",Camels,102,84,,Head
5626,2013-05-29,"Om Durman, Mowelih","Bull (350 kg, live)",1105,1223,,Head
5627,2013-05-25,Rabak,"Calf (live, 250 Kg)",113,110,,Head
5628,2013-05-25,Rabak,"Bull (350 kg, live)",110,69,,Head
5629,2013-05-25,Rabak,Sheep (35 - 40 Kg Live + 2 years),740,667,,Head
5630,2013-05-18,Rabak,Sheep (35 - 40 Kg Live + 2 years),759,401,,Head
5631,2013-05-18,Rabak,"Calf (live, 250 Kg)",145,112,,Head
5632,2013-05-18,Rabak,"Bull (350 kg, live)",110,46,,Head
5633,2013-05-16,"Om Durman, El Salam",Milking Goat,88,65,,Head
5634,2013-05-16,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),485,361,,Head
5635,2013-05-16,"Om Durman, El Salam",Camels,25,39,,Head
5636,2013-05-16,"Om Durman, El Salam","Calf (live, 250 Kg)",286,245,,Head
5637,2013-05-16,"Om Durman, El Salam","Bull (350 kg, live)",55,42,,Head
5638,2013-05-16,"Om Durman, El Salam",Local milking Cow - Low Yeilder,23,18,,Head
5639,2013-05-16,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),6823,6755,,Head
5640,2013-05-16,"Om Durman, El Salam",Milking Goat,88,65,,Head
5641,2013-05-16,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),485,361,,Head
5642,2013-05-16,"Om Durman, El Salam",Camels,25,39,,Head
5643,2013-05-16,"Om Durman, El Salam","Calf (live, 250 Kg)",286,245,,Head
5644,2013-05-16,"Om Durman, El Salam","Bull (350 kg, live)",55,42,,Head
5645,2013-05-16,"Om Durman, El Salam",Local milking Cow - Low Yeilder,23,18,,Head
5646,2013-05-16,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),6823,6755,,Head
5647,2013-05-15,Al Qadarif,Sesame,25340,63819,,KANTAR (45 KG)
5648,2013-05-15,Al Qadarif,Sorghum (Feterita),628685,562399,,Standard Sack ~90kg
5649,2013-05-09,"Om Durman, El Salam",Milking Goat,219,232,,Head
5650,2013-05-09,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),723,680,,Head
5651,2013-05-09,"Om Durman, El Salam",Camels,44,30,,Head
5652,2013-05-09,"Om Durman, El Salam","Calf (live, 250 Kg)",293,286,,Head
5653,2013-05-09,"Om Durman, El Salam","Bull (350 kg, live)",49,42,,Head
5654,2013-05-09,"Om Durman, El Salam",Local milking Cow - Low Yeilder,11,7,,Head
5655,2013-05-09,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5385,4970,,Head
5656,2013-05-08,"Om Durman, Mowelih",Camels,132,162,,Head
5657,2013-05-08,"Om Durman, Mowelih","Bull (350 kg, live)",1054,1296,,Head
5658,2013-05-08,Rabak,"Calf (live, 250 Kg)",117,81,,Head
5659,2013-05-08,Rabak,"Bull (350 kg, live)",114,58,,Head
5660,2013-05-08,Rabak,Sheep (35 - 40 Kg Live + 2 years),968,753,,Head
5661,2013-04-30,Rabak,"Calf (live, 250 Kg)",71,67,,Head
5662,2013-04-30,Rabak,"Bull (350 kg, live)",167,149,,Head
5663,2013-04-30,Rabak,Sheep (35 - 40 Kg Live + 2 years),793,690,,Head
5664,2013-04-24,"Om Durman, Mowelih",Camels,106,116,,Head
5665,2013-04-24,"Om Durman, Mowelih","Bull (350 kg, live)",1718,1375,,Head
5666,2013-04-17,"Om Durman, Mowelih",Camels,60,43,,Head
5667,2013-04-17,"Om Durman, Mowelih","Bull (350 kg, live)",1537,1453,,Head
5668,2013-04-15,Rabak,"Calf (live, 250 Kg)",117,103,,Head
5669,2013-04-15,Rabak,"Bull (350 kg, live)",178,82,,Head
5670,2013-04-15,Rabak,Sheep (35 - 40 Kg Live + 2 years),694,595,,Head
5671,2013-04-10,"Om Durman, Mowelih",Camels,80,93,,Head
5672,2013-04-10,"Om Durman, Mowelih","Bull (350 kg, live)",1493,1359,,Head
5673,2013-04-08,Rabak,"Calf (live, 250 Kg)",95,105,,Head
5674,2013-04-08,Rabak,"Bull (350 kg, live)",170,94,,Head
5675,2013-04-08,Rabak,Sheep (35 - 40 Kg Live + 2 years),895,771,,Head
5676,2013-03-31,"Om Durman, El Salam",Milking Goat,154,147,,Head
5677,2013-03-31,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),359,344,,Head
5678,2013-03-31,"Om Durman, El Salam",Camels,19,11,,Head
5679,2013-03-31,"Om Durman, El Salam","Calf (live, 250 Kg)",157,80,,Head
5680,2013-03-31,"Om Durman, El Salam","Bull (350 kg, live)",59,52,,Head
5681,2013-03-31,"Om Durman, El Salam",Local milking Cow - Low Yeilder,25,22,,Head
5682,2013-03-31,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3596,2510,,Head
5683,2013-03-27,Rabak,"Calf (live, 250 Kg)",87,78,,Head
5684,2013-03-27,Rabak,"Bull (350 kg, live)",120,89,,Head
5685,2013-03-27,Rabak,Sheep (35 - 40 Kg Live + 2 years),602,524,,Head
5686,2013-03-27,Rabak,"Calf (live, 250 Kg)",87,78,,Head
5687,2013-03-27,Rabak,"Bull (350 kg, live)",120,89,,Head
5688,2013-03-27,Rabak,Sheep (35 - 40 Kg Live + 2 years),524,602,,Head
5689,2013-03-27,"Om Durman, Mowelih",Camels,129,46,,Head
5690,2013-03-27,"Om Durman, Mowelih","Bull (350 kg, live)",1445,1769,,Head
5691,2013-03-24,"Om Durman, El Salam",Milking Goat,178,74,,Head
5692,2013-03-24,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),413,172,,Head
5693,2013-03-24,"Om Durman, El Salam",Camels,23,11,,Head
5694,2013-03-24,"Om Durman, El Salam","Calf (live, 250 Kg)",77,17,,Head
5695,2013-03-24,"Om Durman, El Salam","Bull (350 kg, live)",25,8,,Head
5696,2013-03-24,"Om Durman, El Salam",Local milking Cow - Low Yeilder,15,5,,Head
5697,2013-03-24,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3063,3319,,Head
5698,2013-03-20,"Om Durman, Mowelih",Camels,59,60,,Head
5699,2013-03-20,"Om Durman, Mowelih","Bull (350 kg, live)",3326,2321,,Head
5700,2013-03-19,Rabak,"Calf (live, 250 Kg)",83,72,,Head
5701,2013-03-19,Rabak,"Bull (350 kg, live)",132,108,,Head
5702,2013-03-19,Rabak,Sheep (35 - 40 Kg Live + 2 years),859,717,,Head
5703,2013-03-19,Rabak,"Calf (live, 250 Kg)",83,72,,Head
5704,2013-03-19,Rabak,"Bull (350 kg, live)",132,108,,Head
5705,2013-03-19,Rabak,Sheep (35 - 40 Kg Live + 2 years),859,717,,Head
5706,2013-03-17,"Om Durman, El Salam",Milking Goat,122,105,,Head
5707,2013-03-17,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),284,242,,Head
5708,2013-03-17,"Om Durman, El Salam",Camels,29,14,,Head
5709,2013-03-17,"Om Durman, El Salam","Calf (live, 250 Kg)",126,74,,Head
5710,2013-03-17,"Om Durman, El Salam","Bull (350 kg, live)",73,64,,Head
5711,2013-03-17,"Om Durman, El Salam",Local milking Cow - Low Yeilder,37,28,,Head
5712,2013-03-17,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3953,3575,,Head
5713,2013-03-13,"Om Durman, Mowelih",Camels,75,73,,Head
5714,2013-03-13,"Om Durman, Mowelih","Bull (350 kg, live)",1461,1636,,Head
